PAYIN_ID|REFBILL_NO|TRANSFER_DATE|TRAN_DATE|BUS_DATE|SHIFT_DESCRIPTION|LAST_CLOSE_SHIFT_DT|FILEPATH|FILENAME|TYPE|PAYMENT_TYPE|AMOUNTREC|AMOUNT|AMOUNT_DIFF|REMARK|STATUS_SAP|STATUS|NO_SALE_STATUS|CREATEDATE|CREATEBY|UPDATEDATE|UPDATEBY
1751|050620162|6/6/2559|6/6/2559|5/6/2559|POS เครื่องที่ 1 จากกะที่ 3 - 3 05/06/2559 13:10:30 - 05/06/2559 23:30:13,$$&&$$&&(ตราสารปิดวัน - ยอดจาก POS)||D:\6211\20160606\|Payin2.jpg|2|1|156402.6000|156403.0000|0.4000||2|3|0|6/6/2559 13:40:20|2|6/6/2559 16:21:26|2
1752||6/6/2559|6/6/2559|5/6/2559|||D:\6211\20160606\|report.pdf|3|1||281532.6000||||3||6/6/2559 13:40:20|2|6/6/2559 16:21:23|2
1753|070620161|7/6/2559|7/6/2559|7/6/2559|POS เครื่องที่ 1 จากกะที่ 1 - 2 07/06/2559 00:04:16 - 07/06/2559 13:41:00|7/6/2559 13:41:00|D:\6211\20160607\|Payin1.jpg|1|1|145573.9000|145574.0000|0.1000||2|3|0|7/6/2559 13:55:23|1|7/6/2559 15:31:24|4
1754|060620162|7/6/2559|7/6/2559|6/6/2559|POS เครื่องที่ 1 จากกะที่ 3 - 4 06/06/2559 13:23:26 - 06/06/2559 23:25:29,$$&&$$&&(ตราสารปิดวัน - ยอดจาก POS)||D:\6211\20160607\|Payin2.jpg|2|1|163409.4200|163410.0000|0.5800||2|3|0|7/6/2559 13:55:23|1|7/6/2559 15:31:26|4
1755||7/6/2559|7/6/2559|6/6/2559|||D:\6211\20160607\|report.pdf|3|1||313244.4200||||3||7/6/2559 13:55:23|1|7/6/2559 15:31:23|4
1756|080620161|8/6/2559|8/6/2559|8/6/2559|POS เครื่องที่ 1 จากกะที่ 1 - 2 08/06/2559 00:10:29 - 08/06/2559 13:50:26|8/6/2559 13:50:26|D:\6211\20160608\|Payin1.jpg|1|1|130164.3000|130165.0000|0.7000||2|3|0|8/6/2559 14:06:19|2|8/6/2559 15:59:38|2
1757|070620162|8/6/2559|8/6/2559|7/6/2559|POS เครื่องที่ 1 จากกะที่ 3 - 3 07/06/2559 13:42:00 - 07/06/2559 23:34:14,$$&&$$&&(ตราสารปิดวัน - ยอดจาก POS)||D:\6211\20160608\|Payin2.jpg|2|1|162106.6000|162107.0000|0.4000||2|3|0|8/6/2559 14:06:19|2|8/6/2559 15:59:39|2
1758||8/6/2559|8/6/2559|7/6/2559|||D:\6211\20160608\|report.pdf|3|1||307680.6000||||3||8/6/2559 14:06:19|2|8/6/2559 15:59:37|2
1759|090620161|9/6/2559|9/6/2559|9/6/2559|POS เครื่องที่ 1 จากกะที่ 1 - 2 09/06/2559 00:08:22 - 09/06/2559 13:22:02|9/6/2559 13:22:02|D:\6211\20160609\|Payin1.jpg|1|1|130905.0000|130905.0000|0.0000||2|3|0|9/6/2559 13:23:02|2|9/6/2559 15:15:27|2
1760|080620162|9/6/2559|9/6/2559|8/6/2559|POS เครื่องที่ 1 จากกะที่ 3 - 3 08/06/2559 13:50:50 - 08/06/2559 23:33:12,$$&&$$&&(ตราสารปิดวัน - ยอดจาก POS)||D:\6211\20160609\|Payin2.jpg|2|1|156463.8000|156464.0000|0.2000||2|3|0|9/6/2559 13:23:02|2|9/6/2559 15:15:29|2
1761||9/6/2559|9/6/2559|8/6/2559|||D:\6211\20160609\|report.pdf|3|1||286628.8000||||3||9/6/2559 13:23:02|2|9/6/2559 15:15:24|2
1762|100620161|10/6/2559|10/6/2559|10/6/2559|POS เครื่องที่ 1 จากกะที่ 1 - 3 10/06/2559 00:22:51 - 10/06/2559 13:39:03|10/6/2559 13:39:03|D:\6211\20160610\|Payin1.jpg|1|1|138364.9000|138365.0000|0.1000||2|3|0|10/6/2559 14:08:24|1|10/6/2559 15:42:10|2
1763|090620162|10/6/2559|10/6/2559|9/6/2559|POS เครื่องที่ 1 จากกะที่ 3 - 3 09/06/2559 13:22:25 - 09/06/2559 23:33:40,$$&&$$&&(ตราสารปิดวัน - ยอดจาก POS)||D:\6211\20160610\|Payin2.jpg|2|1|140672.7000|140673.0000|0.3000||2|3|0|10/6/2559 14:08:24|1|10/6/2559 15:42:13|2
1764||10/6/2559|10/6/2559|9/6/2559|||D:\6211\20160610\|report.pdf|3|1||271577.7000||||3||10/6/2559 14:08:24|1|10/6/2559 15:42:08|2
1765|110620161|11/6/2559|11/6/2559|11/6/2559|POS เครื่องที่ 1 จากกะที่ 1 - 2 11/06/2559 00:01:59 - 11/06/2559 13:34:45|11/6/2559 13:34:45|D:\6211\20160611\|Payin1.jpg|1|1|143277.1000|143278.0000|0.9000||1|3|0|11/6/2559 13:58:13|1|11/6/2559 16:01:37|2
1766|100620162|11/6/2559|11/6/2559|10/6/2559|POS เครื่องที่ 1 จากกะที่ 4 - 4 10/06/2559 13:39:55 - 10/06/2559 23:34:41,$$&&$$&&(ตราสารปิดวัน - ยอดจาก SAP)||D:\6211\20160611\|Payin2.jpg|2|1|122050.1000|122051.0000|0.9000||1|3|0|11/6/2559 13:58:13|1|11/6/2559 16:01:38|2
1767||11/6/2559|11/6/2559|10/6/2559|||D:\6211\20160611\|report.pdf|3|1||260415.1000||||3||11/6/2559 13:58:13|1|11/6/2559 16:01:35|2
1768|120620161|12/6/2559|12/6/2559|12/6/2559|POS เครื่องที่ 1 จากกะที่ 1 - 2 12/06/2559 00:11:03 - 12/06/2559 13:50:57|12/6/2559 13:50:57|D:\6211\20160612\|Payin1.jpg|1|1|160435.5000|160436.0000|0.5000||1|3|0|12/6/2559 14:03:47|1|12/6/2559 16:29:37|4
1769|110620162|12/6/2559|12/6/2559|11/6/2559|POS เครื่องที่ 1 จากกะที่ 3 - 3 11/06/2559 13:35:49 - 11/06/2559 23:31:55,$$&&$$&&(ตราสารปิดวัน - ยอดจาก SAP)||D:\6211\20160612\|Payin2.jpg|2|1|144754.5000|144755.0000|0.5000||1|3|0|12/6/2559 14:03:47|1|12/6/2559 16:29:39|4
1770||12/6/2559|12/6/2559|11/6/2559|||D:\6211\20160612\|report.pdf|3|1||288032.5000||||3||12/6/2559 14:03:47|1|12/6/2559 16:29:36|4
1771|130620161|13/6/2559|13/6/2559|13/6/2559|POS เครื่องที่ 1 จากกะที่ 1 - 2 13/06/2559 00:08:04 - 13/06/2559 13:19:40|13/6/2559 13:19:40|D:\6211\20160613\|Payin1.jpg|1|1|136881.6000|136882.0000|0.4000||1|3|0|13/6/2559 13:36:52|2|13/6/2559 15:15:35|4
1772|120620162|13/6/2559|13/6/2559|12/6/2559|POS เครื่องที่ 1 จากกะที่ 3 - 3 12/06/2559 13:51:30 - 12/06/2559 23:31:58,$$&&$$&&(ตราสารปิดวัน - ยอดจาก SAP)||D:\6211\20160613\|Payin2.jpg|2|1|134508.6000|134509.0000|0.4000||1|3|0|13/6/2559 13:36:52|2|13/6/2559 15:15:37|4
1773||13/6/2559|13/6/2559|12/6/2559|||D:\6211\20160613\|report.pdf|3|1||294944.6000||||3||13/6/2559 13:36:52|2|13/6/2559 15:15:35|4
1774|140620161|14/6/2559|14/6/2559|14/6/2559|POS เครื่องที่ 1 จากกะที่ 1 - 2 14/06/2559 00:06:22 - 14/06/2559 13:50:13|14/6/2559 13:50:13|D:\6211\20160614\|Payin1.jpg|1|1|138371.7000|138372.0000|0.3000||1|3|0|14/6/2559 13:58:52|2|14/6/2559 15:47:32|2
1775|130620162|14/6/2559|14/6/2559|13/6/2559|POS เครื่องที่ 1 จากกะที่ 3 - 3 13/06/2559 13:20:20 - 13/06/2559 23:30:56,$$&&$$&&(ตราสารปิดวัน - ยอดจาก SAP)||D:\6211\20160614\|Payin2.jpg|2|1|162354.1000|162355.0000|0.9000||1|3|0|14/6/2559 13:58:52|2|14/6/2559 15:47:33|2
1776||14/6/2559|14/6/2559|13/6/2559|||D:\6211\20160614\|report.pdf|3|1||299236.1000||||3||14/6/2559 13:58:52|2|14/6/2559 15:47:31|2
1777|150620161|15/6/2559|15/6/2559|15/6/2559|POS เครื่องที่ 1 จากกะที่ 1 - 2 15/06/2559 00:05:14 - 15/06/2559 13:45:45|15/6/2559 13:45:45|D:\6211\20160615\|Payin1.jpg|1|1|149296.8000|149297.0000|0.2000||1|3|0|15/6/2559 14:02:29|2|15/6/2559 15:34:26|4
1778|140620162|15/6/2559|15/6/2559|14/6/2559|POS เครื่องที่ 1 จากกะที่ 3 - 3 14/06/2559 13:50:33 - 14/06/2559 23:30:49,$$&&$$&&(ตราสารปิดวัน - ยอดจาก SAP)||D:\6211\20160615\|Payin2.jpg|2|1|141874.3700|141875.0000|0.6300||1|3|0|15/6/2559 14:02:29|2|15/6/2559 15:34:27|4
1779||15/6/2559|15/6/2559|14/6/2559|||D:\6211\20160615\|report.pdf|3|1||280246.3700||||3||15/6/2559 14:02:29|2|15/6/2559 15:34:25|4
1780|160620161|16/6/2559|16/6/2559|16/6/2559|POS เครื่องที่ 1 จากกะที่ 1 - 2 16/06/2559 00:07:22 - 16/06/2559 13:22:41|16/6/2559 13:22:41|D:\6211\20160616\|Payin1.jpg|1|1|122919.9000|122920.0000|0.1000||1|3|0|16/6/2559 13:38:53|2|16/6/2559 15:20:30|2
1781|150620162|16/6/2559|16/6/2559|15/6/2559|POS เครื่องที่ 1 จากกะที่ 3 - 3 15/06/2559 13:46:50 - 15/06/2559 23:34:28,$$&&$$&&(ตราสารปิดวัน - ยอดจาก SAP)||D:\6211\20160616\|Payin2.jpg|2|1|156617.6000|156618.0000|0.4000||1|3|0|16/6/2559 13:38:53|2|16/6/2559 15:20:30|2
1782||16/6/2559|16/6/2559|15/6/2559|||D:\6211\20160616\|report.pdf|3|1||305914.6000||||3||16/6/2559 13:38:53|2|16/6/2559 15:20:28|2
1783|170620161|17/6/2559|17/6/2559|17/6/2559|POS เครื่องที่ 1 จากกะที่ 1 - 2 17/06/2559 00:03:02 - 17/06/2559 13:50:58|17/6/2559 13:50:58|D:\6211\20160617\|Payin1.jpg|1|1|147641.5000|147642.0000|0.5000||1|3|0|17/6/2559 13:59:11|2|17/6/2559 15:19:53|4
1784|160620162|17/6/2559|17/6/2559|16/6/2559|POS เครื่องที่ 1 จากกะที่ 3 - 3 16/06/2559 13:23:02 - 16/06/2559 23:35:44,$$&&$$&&(ตราสารปิดวัน - ยอดจาก SAP)||D:\6211\20160617\|Payin2.jpg|2|1|131034.8000|131035.0000|0.2000||1|3|0|17/6/2559 13:59:11|2|17/6/2559 15:19:54|4
1785||17/6/2559|17/6/2559|16/6/2559|||D:\6211\20160617\|report.pdf|3|1||253954.8000||||3||17/6/2559 13:59:11|2|17/6/2559 15:19:52|4
1786|180620161|18/6/2559|18/6/2559|18/6/2559|POS เครื่องที่ 1 จากกะที่ 1 - 2 18/06/2559 00:05:17 - 18/06/2559 13:33:32|18/6/2559 13:33:32|D:\6211\20160618\|Payin1.jpg|1|1|133245.8000|133246.0000|0.2000||1|3|0|18/6/2559 13:42:10|1|18/6/2559 15:22:48|1
1787|170620162|18/6/2559|18/6/2559|17/6/2559|POS เครื่องที่ 1 จากกะที่ 3 - 3 17/06/2559 13:51:35 - 17/06/2559 23:23:06,$$&&$$&&(ตราสารปิดวัน - ยอดจาก SAP)||D:\6211\20160618\|Payin2.jpg|2|1|138024.5000|138025.0000|0.5000||1|3|0|18/6/2559 13:42:10|1|18/6/2559 15:22:50|1
1788||18/6/2559|18/6/2559|17/6/2559|||D:\6211\20160618\|report.pdf|3|1||285666.5000||||3||18/6/2559 13:42:10|1|18/6/2559 15:22:47|1
1789|190620161|19/6/2559|19/6/2559|19/6/2559|POS เครื่องที่ 1 จากกะที่ 1 - 2 19/06/2559 00:08:38 - 19/06/2559 13:47:25|19/6/2559 13:47:25|D:\6211\20160619\|Payin1.jpg|1|1|118921.1000|118922.0000|0.9000||1|3|0|19/6/2559 13:58:42|4|19/6/2559 14:34:45|4
1790|180620162|19/6/2559|19/6/2559|18/6/2559|POS เครื่องที่ 1 จากกะที่ 3 - 3 18/06/2559 13:34:54 - 18/06/2559 23:33:40,$$&&$$&&(ตราสารปิดวัน - ยอดจาก SAP)||D:\6211\20160619\|Payin2.jpg|2|1|130859.3000|130860.0000|0.7000||1|3|0|19/6/2559 13:58:42|4|19/6/2559 14:34:47|4
1791||19/6/2559|19/6/2559|18/6/2559|||D:\6211\20160619\|report.pdf|3|1||264105.3000||||3||19/6/2559 13:58:42|4|19/6/2559 14:34:43|4
1792|200620161|20/6/2559|20/6/2559|20/6/2559|POS เครื่องที่ 1 จากกะที่ 1 - 2 20/06/2559 00:10:20 - 20/06/2559 13:37:27|20/6/2559 13:37:27|D:\6211\20160620\|Payin1.jpg|1|1|128088.5000|128089.0000|0.5000||1|3|0|20/6/2559 13:42:05|1|20/6/2559 14:32:59|4
1793|190620162|20/6/2559|20/6/2559|19/6/2559|POS เครื่องที่ 1 จากกะที่ 3 - 3 19/06/2559 13:47:55 - 19/06/2559 23:33:02,$$&&$$&&(ตราสารปิดวัน - ยอดจาก SAP)||D:\6211\20160620\|Payin2.jpg|2|1|139667.4000|139668.0000|0.6000||1|3|0|20/6/2559 13:42:05|1|20/6/2559 14:33:00|4
1794||20/6/2559|20/6/2559|19/6/2559|||D:\6211\20160620\|report.pdf|3|1||258589.4000||||3||20/6/2559 13:42:05|1|20/6/2559 14:32:58|4
1795|210620161|21/6/2559|21/6/2559|21/6/2559|POS เครื่องที่ 1 จากกะที่ 1 - 2 21/06/2559 00:10:18 - 21/06/2559 13:48:44|21/6/2559 13:48:44|D:\6211\20160621\|Payin1.jpg|1|1|131777.0000|131777.0000|0.0000||1|3|0|21/6/2559 13:54:06|1|21/6/2559 15:28:11|2
1796|200620162|21/6/2559|21/6/2559|20/6/2559|POS เครื่องที่ 1 จากกะที่ 3 - 3 20/06/2559 13:39:43 - 20/06/2559 23:26:03,$$&&$$&&(ตราสารปิดวัน - ยอดจาก SAP)||D:\6211\20160621\|Payin2.jpg|2|1|143460.9000|143461.0000|0.1000||1|3|0|21/6/2559 13:54:06|1|21/6/2559 15:28:12|2
1797||21/6/2559|21/6/2559|20/6/2559|||D:\6211\20160621\|report.pdf|3|1||271549.9000||||3||21/6/2559 13:54:06|1|21/6/2559 15:28:10|2
1798|220620161|22/6/2559|22/6/2559|22/6/2559|POS เครื่องที่ 1 จากกะที่ 1 - 2 22/06/2559 00:08:50 - 22/06/2559 13:41:24|22/6/2559 13:41:24|D:\6211\20160622\|Payin1.jpg|1|1|140143.2000|140144.0000|0.8000||1|3|0|22/6/2559 13:58:10|1|22/6/2559 15:51:57|1
1799|210620162|22/6/2559|22/6/2559|21/6/2559|POS เครื่องที่ 1 จากกะที่ 3 - 3 21/06/2559 13:49:38 - 21/06/2559 23:33:09,$$&&$$&&(ตราสารปิดวัน - ยอดจาก SAP)||D:\6211\20160622\|Payin2.jpg|2|1|153950.3000|153951.0000|0.7000||1|3|0|22/6/2559 13:58:10|1|22/6/2559 15:51:59|1
1800||22/6/2559|22/6/2559|21/6/2559|||D:\6211\20160622\|report.pdf|3|1||285727.3000||||3||22/6/2559 13:58:10|1|22/6/2559 15:51:56|1
1801|230620161|23/6/2559|23/6/2559|23/6/2559|POS เครื่องที่ 1 จากกะที่ 1 - 2 23/06/2559 00:09:51 - 23/06/2559 13:36:51|23/6/2559 13:36:51|D:\6211\20160623\|Payin1.jpg|1|1|119736.5000|119737.0000|0.5000||1|3|0|23/6/2559 13:40:54|4|23/6/2559 14:38:01|4
1802|220620162|23/6/2559|23/6/2559|22/6/2559|POS เครื่องที่ 1 จากกะที่ 3 - 3 22/06/2559 13:42:09 - 22/06/2559 23:31:12,$$&&$$&&(ตราสารปิดวัน - ยอดจาก SAP)||D:\6211\20160623\|Payin2.jpg|2|1|173236.5000|173237.0000|0.5000||1|3|0|23/6/2559 13:40:54|4|23/6/2559 14:38:03|4
1803||23/6/2559|23/6/2559|22/6/2559|||D:\6211\20160623\|report.pdf|3|1||313380.5000||||3||23/6/2559 13:40:54|4|23/6/2559 14:37:59|4
1804|240620161|24/6/2559|24/6/2559|24/6/2559|POS เครื่องที่ 1 จากกะที่ 1 - 3 24/06/2559 00:08:58 - 24/06/2559 13:35:25|24/6/2559 13:35:25|D:\6211\20160624\|Payin1.jpg|1|1|136702.2000|136703.0000|0.8000||1|3|0|24/6/2559 13:38:03|2|24/6/2559 15:54:38|4
1805|230620162|24/6/2559|24/6/2559|23/6/2559|POS เครื่องที่ 1 จากกะที่ 3 - 3 23/06/2559 13:37:41 - 23/06/2559 23:33:24,$$&&$$&&(ตราสารปิดวัน - ยอดจาก SAP)||D:\6211\20160624\|Payin2.jpg|2|1|112623.2500|112624.0000|0.7500||1|3|0|24/6/2559 13:38:03|2|24/6/2559 15:54:40|4
1806||24/6/2559|24/6/2559|23/6/2559|||D:\6211\20160624\|report.pdf|3|1||232360.2500||||3||24/6/2559 13:38:03|2|24/6/2559 15:54:37|4
1807|250620161|25/6/2559|25/6/2559|25/6/2559|POS เครื่องที่ 1 จากกะที่ 1 - 2 25/06/2559 00:09:19 - 25/06/2559 13:51:07|25/6/2559 13:51:07|D:\6211\20160625\|Payin1.jpg|1|1|143570.9000|143571.0000|0.1000||1|3|0|25/6/2559 13:58:23|2|26/6/2559 0:44:29|4
1808|240620162|25/6/2559|25/6/2559|24/6/2559|POS เครื่องที่ 1 จากกะที่ 4 - 4 24/06/2559 13:35:43 - 24/06/2559 23:29:40,$$&&$$&&(ตราสารปิดวัน - ยอดจาก SAP)||D:\6211\20160625\|Payin2.jpg|2|1|132896.1000|132897.0000|0.9000||1|3|0|25/6/2559 13:58:23|2|26/6/2559 0:44:30|4
1809||25/6/2559|25/6/2559|24/6/2559|||D:\6211\20160625\|report.pdf|3|1||269599.1000||||3||25/6/2559 13:58:23|2|26/6/2559 0:44:28|4
1810|260620161|26/6/2559|26/6/2559|26/6/2559|POS เครื่องที่ 1 จากกะที่ 1 - 2 26/06/2559 00:05:44 - 26/06/2559 13:45:01|26/6/2559 13:45:01|D:\6211\20160626\|Payin1.jpg|1|1|114681.4000|114682.0000|0.6000||1|3|0|26/6/2559 13:55:48|1|26/6/2559 15:32:21|1
1811|250620162|26/6/2559|26/6/2559|25/6/2559|POS เครื่องที่ 1 จากกะที่ 3 - 3 25/06/2559 13:51:43 - 25/06/2559 23:37:47,$$&&$$&&(ตราสารปิดวัน - ยอดจาก SAP)||D:\6211\20160626\|Payin2.jpg|2|1|134565.8000|134566.0000|0.2000||1|3|0|26/6/2559 13:55:48|1|26/6/2559 15:32:22|1
1812||26/6/2559|26/6/2559|25/6/2559|||D:\6211\20160626\|report.pdf|3|1||278136.8000||||3||26/6/2559 13:55:48|1|26/6/2559 15:32:20|1
1813|270620161|27/6/2559|27/6/2559|27/6/2559|POS เครื่องที่ 1 จากกะที่ 1 - 2 27/06/2559 00:07:05 - 27/06/2559 12:54:26|27/6/2559 12:54:26|D:\6211\20160627\|Payin1.jpg|1|1|126723.4000|126724.0000|0.6000||1|3|0|27/6/2559 13:06:20|3|27/6/2559 15:05:27|1
1814|260620162|27/6/2559|27/6/2559|26/6/2559|POS เครื่องที่ 1 จากกะที่ 3 - 3 26/06/2559 13:45:44 - 26/06/2559 23:27:47,$$&&$$&&(ตราสารปิดวัน - ยอดจาก SAP)||D:\6211\20160627\|Payin2.jpg|2|1|116532.7000|116533.0000|0.3000||1|3|0|27/6/2559 13:06:20|3|27/6/2559 15:05:28|1
1815||27/6/2559|27/6/2559|26/6/2559|||D:\6211\20160627\|report.pdf|3|1||251098.7000||||3||27/6/2559 13:06:20|3|27/6/2559 15:05:25|1
1816|280620161|28/6/2559|28/6/2559|28/6/2559|POS เครื่องที่ 1 จากกะที่ 1 - 2 28/06/2559 00:06:06 - 28/06/2559 13:36:29|28/6/2559 13:36:29|D:\6211\20160628\|Payin1.jpg|1|1|149605.8000|149606.0000|0.2000||1|3|0|28/6/2559 15:49:23|5|28/6/2559 15:50:59|5
1817|270620162|28/6/2559|28/6/2559|27/6/2559|POS เครื่องที่ 1 จากกะที่ 3 - 3 27/06/2559 12:54:45 - 27/06/2559 23:32:54,$$&&$$&&(ตราสารปิดวัน - ยอดจาก SAP)||D:\6211\20160628\|Payin2.jpg|2|1|133403.0000|133403.0000|0.0000||1|3|0|28/6/2559 15:49:23|5|28/6/2559 15:51:00|5
1818||28/6/2559|28/6/2559|27/6/2559|||D:\6211\20160628\|report.pdf|3|1||260127.0000||||3||28/6/2559 15:49:23|5|28/6/2559 15:50:58|5
1819|290620161|29/6/2559|29/6/2559|29/6/2559|POS เครื่องที่ 1 จากกะที่ 1 - 2 29/06/2559 00:06:57 - 29/06/2559 13:15:45|29/6/2559 13:15:45|D:\6211\20160629\|Payin1.jpg|1|1|135200.3000|135201.0000|0.7000||1|3|0|29/6/2559 13:36:42|2|29/6/2559 15:55:41|2
1820|280620162|29/6/2559|29/6/2559|28/6/2559|POS เครื่องที่ 1 จากกะที่ 3 - 3 28/06/2559 13:36:47 - 28/06/2559 23:30:40,$$&&$$&&(ตราสารปิดวัน - ยอดจาก SAP)||D:\6211\20160629\|Payin2.jpg|2|1|136585.3000|136586.0000|0.7000||1|3|0|29/6/2559 13:36:42|2|29/6/2559 15:55:43|2
1821||29/6/2559|29/6/2559|28/6/2559|||D:\6211\20160629\|report.pdf|3|1||286191.3000||||3||29/6/2559 13:36:42|2|29/6/2559 15:55:40|2
1822|300620161|30/6/2559|30/6/2559|30/6/2559|POS เครื่องที่ 1 จากกะที่ 1 - 2 30/06/2559 00:06:19 - 30/06/2559 13:19:54|30/6/2559 13:19:54|D:\6211\20160630\|Payin1.jpg|1|1|134537.3000|134538.0000|0.7000||1|3|0|30/6/2559 13:22:58|2|30/6/2559 16:04:40|2
1823|290620162|30/6/2559|30/6/2559|29/6/2559|POS เครื่องที่ 1 จากกะที่ 3 - 3 29/06/2559 13:16:08 - 29/06/2559 23:31:59,$$&&$$&&(ตราสารปิดวัน - ยอดจาก SAP)||D:\6211\20160630\|Payin2.jpg|2|1|150113.3000|150114.0000|0.7000||1|3|0|30/6/2559 13:22:58|2|30/6/2559 16:04:41|2
1824||30/6/2559|30/6/2559|29/6/2559|||D:\6211\20160630\|report.pdf|3|1||285314.3000||||3||30/6/2559 13:22:58|2|30/6/2559 16:04:39|2
1825|010720161|1/7/2559|1/7/2559|1/7/2559|POS เครื่องที่ 1 จากกะที่ 1 - 2 01/07/2559 00:09:58 - 01/07/2559 13:31:42|1/7/2559 13:31:42|D:\6211\20160701\|Payin1.jpg|1|1|136497.9000|136498.0000|0.1000||1|3|0|1/7/2559 13:39:32|3|1/7/2559 15:11:36|1
1826|300620162|1/7/2559|1/7/2559|30/6/2559|POS เครื่องที่ 1 จากกะที่ 3 - 3 30/06/2559 13:20:19 - 30/06/2559 23:35:00,$$&&$$&&(ตราสารปิดวัน - ยอดจาก SAP)||D:\6211\20160701\|Payin2.jpg|2|1|177996.4000|177997.0000|0.6000||1|3|0|1/7/2559 13:39:32|3|1/7/2559 15:11:40|1
1827||1/7/2559|1/7/2559|30/6/2559|||D:\6211\20160701\|report.pdf|3|1||312534.4000||||3||1/7/2559 13:39:32|3|1/7/2559 15:11:33|1
1828|020720161|2/7/2559|2/7/2559|2/7/2559|POS เครื่องที่ 1 จากกะที่ 1 - 2 02/07/2559 00:07:01 - 02/07/2559 13:52:19|2/7/2559 13:52:19|D:\6211\20160702\|Payin1.jpg|1|1|158710.1000|158711.0000|0.9000||2|3|0|2/7/2559 14:11:26|1|2/7/2559 15:37:51|3
