MAT_ID|BASE_UOM|ALTERNATIVE_UOM|NUMERATOR|DENOMINATOR|NORMAL_SIZE_L|BASE_UOM_BLOCK|DAY_ID|SHIFT_NO|CREATEDATE|MODDATE|MODBY
500856|L|L|1.00000|1.00000|| |0|0|17/12/2558 19:30:13|17/12/2558 19:30:13|Opass Chaisiri : 0892067304
500857|L|L|1.00000|1.00000|| |0|0|17/12/2558 19:30:13|17/12/2558 19:30:13|Opass Chaisiri : 0892067304
500858|L|L|1.00000|1.00000|| |0|0|17/12/2558 19:30:13|17/12/2558 19:30:13|Opass Chaisiri : 0892067304
500859|L|L|1.00000|1.00000|| |0|0|17/12/2558 19:30:13|17/12/2558 19:30:13|Opass Chaisiri : 0892067304
500860|L|L|1.00000|1.00000|| |0|0|17/12/2558 19:30:13|17/12/2558 19:30:13|Opass Chaisiri : 0892067304
500861|L|L|1.00000|1.00000|| |0|0|17/12/2558 19:30:13|17/12/2558 19:30:13|Opass Chaisiri : 0892067304
500862|L|L|1.00000|1.00000|| |0|0|17/12/2558 19:30:13|17/12/2558 19:30:13|Opass Chaisiri : 0892067304
500863|L|L|1.00000|1.00000|| |0|0|17/12/2558 19:30:13|17/12/2558 19:30:13|Opass Chaisiri : 0892067304
500864|L|L|1.00000|1.00000|| |0|0|17/12/2558 19:30:13|17/12/2558 19:30:13|Opass Chaisiri : 0892067304
500865|L|L|1.00000|1.00000|| |0|0|17/12/2558 19:30:13|17/12/2558 19:30:13|Opass Chaisiri : 0892067304
500866|L|L|1.00000|1.00000|| |0|0|17/12/2558 19:30:13|17/12/2558 19:30:13|Opass Chaisiri : 0892067304
500867|L|L|1.00000|1.00000|| |0|0|17/12/2558 19:30:13|17/12/2558 19:30:13|Opass Chaisiri : 0892067304
500868|L|L|1.00000|1.00000|| |0|0|17/12/2558 19:30:13|17/12/2558 19:30:13|Opass Chaisiri : 0892067304
500869|L|L|1.00000|1.00000|| |0|0|17/12/2558 19:30:13|17/12/2558 19:30:13|Opass Chaisiri : 0892067304
500870|L|L|1.00000|1.00000|| |0|0|17/12/2558 19:30:13|17/12/2558 19:30:13|Opass Chaisiri : 0892067304
500871|L|L|1.00000|1.00000|| |0|0|17/12/2558 19:30:13|17/12/2558 19:30:13|Opass Chaisiri : 0892067304
500872|L|L|1.00000|1.00000|| |0|0|17/12/2558 19:30:13|17/12/2558 19:30:13|Opass Chaisiri : 0892067304
500873|L|L|1.00000|1.00000|| |0|0|17/12/2558 19:30:13|17/12/2558 19:30:13|Opass Chaisiri : 0892067304
500874|L|L|1.00000|1.00000|| |0|0|17/12/2558 19:30:13|17/12/2558 19:30:13|Opass Chaisiri : 0892067304
500875|L|L|1.00000|1.00000|| |0|0|17/12/2558 19:30:13|17/12/2558 19:30:13|Opass Chaisiri : 0892067304
500876|L|L|1.00000|1.00000|| |0|0|17/12/2558 19:30:13|17/12/2558 19:30:13|Opass Chaisiri : 0892067304
500877|L|L|1.00000|1.00000|| |0|0|17/12/2558 19:30:13|17/12/2558 19:30:13|Opass Chaisiri : 0892067304
500878|L|L|1.00000|1.00000|| |0|0|17/12/2558 19:30:13|17/12/2558 19:30:13|Opass Chaisiri : 0892067304
500879|L|L|1.00000|1.00000|| |0|0|17/12/2558 19:30:13|17/12/2558 19:30:13|Opass Chaisiri : 0892067304
500880|L|L|1.00000|1.00000|| |0|0|17/12/2558 19:30:13|17/12/2558 19:30:13|Opass Chaisiri : 0892067304
500881|L|L|1.00000|1.00000|| |0|0|17/12/2558 19:30:13|17/12/2558 19:30:13|Opass Chaisiri : 0892067304
500882|L|L|1.00000|1.00000|| |0|0|17/12/2558 19:30:13|17/12/2558 19:30:13|Opass Chaisiri : 0892067304
500883|L|L|1.00000|1.00000|| |0|0|17/12/2558 19:30:13|17/12/2558 19:30:13|Opass Chaisiri : 0892067304
500884|L|L|1.00000|1.00000|| |0|0|17/12/2558 19:30:13|17/12/2558 19:30:13|Opass Chaisiri : 0892067304
500885|L|L|1.00000|1.00000|| |0|0|17/12/2558 19:30:13|17/12/2558 19:30:13|Opass Chaisiri : 0892067304
500886|L|L|1.00000|1.00000|| |0|0|17/12/2558 19:30:13|17/12/2558 19:30:13|Opass Chaisiri : 0892067304
500887|L|L|1.00000|1.00000|| |0|0|17/12/2558 19:30:13|17/12/2558 19:30:13|Opass Chaisiri : 0892067304
500888|L|L|1.00000|1.00000|| |0|0|17/12/2558 19:30:13|17/12/2558 19:30:13|Opass Chaisiri : 0892067304
500889|L|L|1.00000|1.00000|| |0|0|17/12/2558 19:30:13|17/12/2558 19:30:13|Opass Chaisiri : 0892067304
500890|L|L|1.00000|1.00000|| |0|0|17/12/2558 19:30:13|17/12/2558 19:30:13|Opass Chaisiri : 0892067304
500891|L|L|1.00000|1.00000|| |0|0|17/12/2558 19:30:13|17/12/2558 19:30:13|Opass Chaisiri : 0892067304
500892|L|L|1.00000|1.00000|| |0|0|17/12/2558 19:30:13|17/12/2558 19:30:13|Opass Chaisiri : 0892067304
500893|L|L|1.00000|1.00000|| |0|0|17/12/2558 19:30:13|17/12/2558 19:30:13|Opass Chaisiri : 0892067304
500894|L|L|1.00000|1.00000|| |0|0|17/12/2558 19:30:13|17/12/2558 19:30:13|Opass Chaisiri : 0892067304
500895|L|L|1.00000|1.00000|| |0|0|17/12/2558 19:30:13|17/12/2558 19:30:13|Opass Chaisiri : 0892067304
500896|L|L|1.00000|1.00000|| |0|0|17/12/2558 19:30:13|17/12/2558 19:30:13|Opass Chaisiri : 0892067304
500897|L|L|1.00000|1.00000|| |0|0|17/12/2558 19:30:13|17/12/2558 19:30:13|Opass Chaisiri : 0892067304
500898|L|L|1.00000|1.00000|| |0|0|17/12/2558 19:30:13|17/12/2558 19:30:13|Opass Chaisiri : 0892067304
500899|L|L|1.00000|1.00000|| |0|0|17/12/2558 19:30:13|17/12/2558 19:30:13|Opass Chaisiri : 0892067304
500900|PAK|L|1.00000|12.00000|| |0|0|15/6/2555 19:30:05|15/6/2555 19:30:05|อารีย์
500901|L|L|1.00000|1.00000|| |0|0|17/12/2558 19:30:13|17/12/2558 19:30:13|Opass Chaisiri : 0892067304
500902|L|L|1.00000|1.00000|| |0|0|17/12/2558 19:30:13|17/12/2558 19:30:13|Opass Chaisiri : 0892067304
500903|L|L|1.00000|1.00000|| |0|0|17/12/2558 19:30:13|17/12/2558 19:30:13|Opass Chaisiri : 0892067304
500904|L|L|1.00000|1.00000|| |0|0|17/12/2558 19:30:13|17/12/2558 19:30:13|Opass Chaisiri : 0892067304
500905|L|L|1.00000|1.00000|| |0|0|17/12/2558 19:30:13|17/12/2558 19:30:13|Opass Chaisiri : 0892067304
500906|L|L|1.00000|1.00000|| |0|0|17/12/2558 19:30:13|17/12/2558 19:30:13|Opass Chaisiri : 0892067304
500907|L|L|1.00000|1.00000|| |0|0|17/12/2558 19:30:13|17/12/2558 19:30:13|Opass Chaisiri : 0892067304
500908|L|L|1.00000|1.00000|| |0|0|17/12/2558 19:30:13|17/12/2558 19:30:13|Opass Chaisiri : 0892067304
500909|L|L|1.00000|1.00000|| |0|0|17/12/2558 19:30:13|17/12/2558 19:30:13|Opass Chaisiri : 0892067304
500910|L|L|1.00000|1.00000|| |0|0|17/12/2558 19:30:13|17/12/2558 19:30:13|Opass Chaisiri : 0892067304
500911|L|L|1.00000|1.00000|| |0|0|17/12/2558 19:30:13|17/12/2558 19:30:13|Opass Chaisiri : 0892067304
500912|L|L|1.00000|1.00000|| |0|0|17/12/2558 19:30:13|17/12/2558 19:30:13|Opass Chaisiri : 0892067304
500913|L|L|1.00000|1.00000|| |0|0|17/12/2558 19:30:13|17/12/2558 19:30:13|Opass Chaisiri : 0892067304
500914|L|L|1.00000|1.00000|| |0|0|17/12/2558 19:30:13|17/12/2558 19:30:13|Opass Chaisiri : 0892067304
500915|L|L|1.00000|1.00000|| |0|0|17/12/2558 19:30:13|17/12/2558 19:30:13|Opass Chaisiri : 0892067304
500916|L|L|1.00000|1.00000|| |0|0|17/12/2558 19:30:13|17/12/2558 19:30:13|Opass Chaisiri : 0892067304
500917|L|L|1.00000|1.00000|| |0|0|17/12/2558 19:30:13|17/12/2558 19:30:13|Opass Chaisiri : 0892067304
500918|L|L|1.00000|1.00000|| |0|0|17/12/2558 19:30:13|17/12/2558 19:30:13|Opass Chaisiri : 0892067304
500919|L|L|1.00000|1.00000|| |0|0|17/12/2558 19:30:13|17/12/2558 19:30:13|Opass Chaisiri : 0892067304
500920|L|L|1.00000|1.00000|| |0|0|17/12/2558 19:30:13|17/12/2558 19:30:13|Opass Chaisiri : 0892067304
500921|L|L|1.00000|1.00000|| |0|0|17/12/2558 19:30:13|17/12/2558 19:30:13|Opass Chaisiri : 0892067304
500922|L|L|1.00000|1.00000|| |0|0|17/12/2558 19:30:13|17/12/2558 19:30:13|Opass Chaisiri : 0892067304
500923|L|L|1.00000|1.00000|| |0|0|17/12/2558 19:30:13|17/12/2558 19:30:13|Opass Chaisiri : 0892067304
500924|L|L|1.00000|1.00000|| |0|0|17/12/2558 19:30:13|17/12/2558 19:30:13|Opass Chaisiri : 0892067304
500925|L|L|1.00000|1.00000|| |0|0|17/12/2558 19:30:13|17/12/2558 19:30:13|Opass Chaisiri : 0892067304
500926|L|L|1.00000|1.00000|| |0|0|17/12/2558 19:30:13|17/12/2558 19:30:13|Opass Chaisiri : 0892067304
500927|L|L|1.00000|1.00000|| |0|0|17/12/2558 19:30:13|17/12/2558 19:30:13|Opass Chaisiri : 0892067304
500928|L|L|1.00000|1.00000|| |0|0|17/12/2558 19:30:13|17/12/2558 19:30:13|Opass Chaisiri : 0892067304
500929|L|L|1.00000|1.00000|| |0|0|17/12/2558 19:30:13|17/12/2558 19:30:13|Opass Chaisiri : 0892067304
500930|L|L|1.00000|1.00000|| |0|0|17/12/2558 19:30:13|17/12/2558 19:30:13|Opass Chaisiri : 0892067304
500931|L|L|1.00000|1.00000|| |0|0|17/12/2558 19:30:13|17/12/2558 19:30:13|Opass Chaisiri : 0892067304
500932|L|L|1.00000|1.00000|| |0|0|17/12/2558 19:30:13|17/12/2558 19:30:13|Opass Chaisiri : 0892067304
500933|L|L|1.00000|1.00000|| |0|0|17/12/2558 19:30:13|17/12/2558 19:30:13|Opass Chaisiri : 0892067304
500934|L|L|1.00000|1.00000|| |0|0|17/12/2558 19:30:13|17/12/2558 19:30:13|Opass Chaisiri : 0892067304
500935|L|L|1.00000|1.00000|| |0|0|17/12/2558 19:30:13|17/12/2558 19:30:13|Opass Chaisiri : 0892067304
500936|L|L|1.00000|1.00000|| |0|0|17/12/2558 19:30:13|17/12/2558 19:30:13|Opass Chaisiri : 0892067304
500937|L|L|1.00000|1.00000|| |0|0|17/12/2558 19:30:13|17/12/2558 19:30:13|Opass Chaisiri : 0892067304
500938|L|L|1.00000|1.00000|| |0|0|17/12/2558 19:30:13|17/12/2558 19:30:13|Opass Chaisiri : 0892067304
500939|L|L|1.00000|1.00000|| |0|0|17/12/2558 19:30:13|17/12/2558 19:30:13|Opass Chaisiri : 0892067304
500940|L|L|1.00000|1.00000|| |0|0|17/12/2558 19:30:13|17/12/2558 19:30:13|Opass Chaisiri : 0892067304
500941|L|L|1.00000|1.00000|| |0|0|17/12/2558 19:30:13|17/12/2558 19:30:13|Opass Chaisiri : 0892067304
500942|L|L|1.00000|1.00000|| |0|0|17/12/2558 19:30:13|17/12/2558 19:30:13|Opass Chaisiri : 0892067304
500943|L|L|1.00000|1.00000|| |0|0|17/12/2558 19:30:13|17/12/2558 19:30:13|Opass Chaisiri : 0892067304
500944|L|L|1.00000|1.00000|| |0|0|17/12/2558 19:30:13|17/12/2558 19:30:13|Opass Chaisiri : 0892067304
500945|L|L|1.00000|1.00000|| |0|0|17/12/2558 19:30:13|17/12/2558 19:30:13|Opass Chaisiri : 0892067304
500946|L|L|1.00000|1.00000|| |0|0|17/12/2558 19:30:13|17/12/2558 19:30:13|Opass Chaisiri : 0892067304
500947|L|L|1.00000|1.00000|| |0|0|17/12/2558 19:30:13|17/12/2558 19:30:13|Opass Chaisiri : 0892067304
500948|L|L|1.00000|1.00000|| |0|0|17/12/2558 19:30:13|17/12/2558 19:30:13|Opass Chaisiri : 0892067304
500949|L|L|1.00000|1.00000|| |0|0|17/12/2558 19:30:13|17/12/2558 19:30:13|Opass Chaisiri : 0892067304
500950|L|L|1.00000|1.00000|| |0|0|17/12/2558 19:30:13|17/12/2558 19:30:13|Opass Chaisiri : 0892067304
500951|L|L|1.00000|1.00000|| |0|0|17/12/2558 19:30:13|17/12/2558 19:30:13|Opass Chaisiri : 0892067304
500952|L|L|1.00000|1.00000|| |0|0|17/12/2558 19:30:13|17/12/2558 19:30:13|Opass Chaisiri : 0892067304
500953|L|L|1.00000|1.00000|| |0|0|17/12/2558 19:30:13|17/12/2558 19:30:13|Opass Chaisiri : 0892067304
500954|L|L|1.00000|1.00000|| |0|0|17/12/2558 19:30:13|17/12/2558 19:30:13|Opass Chaisiri : 0892067304
500955|L|L|1.00000|1.00000|| |0|0|17/12/2558 19:30:13|17/12/2558 19:30:13|Opass Chaisiri : 0892067304
500956|L|L|1.00000|1.00000|| |0|0|17/12/2558 19:30:13|17/12/2558 19:30:13|Opass Chaisiri : 0892067304
500957|L|L|1.00000|1.00000|| |0|0|17/12/2558 19:30:13|17/12/2558 19:30:13|Opass Chaisiri : 0892067304
500958|L|L|1.00000|1.00000|| |0|0|17/12/2558 19:30:13|17/12/2558 19:30:13|Opass Chaisiri : 0892067304
500959|L|L|1.00000|1.00000|| |0|0|17/12/2558 19:30:13|17/12/2558 19:30:13|Opass Chaisiri : 0892067304
500960|L|L|1.00000|1.00000|| |0|0|17/12/2558 19:30:13|17/12/2558 19:30:13|Opass Chaisiri : 0892067304
500961|L|L|1.00000|1.00000|| |0|0|17/12/2558 19:30:13|17/12/2558 19:30:13|Opass Chaisiri : 0892067304
500962|DR|L|1.00000|208.00000|| |0|0|15/6/2555 19:30:05|15/6/2555 19:30:05|อารีย์
500963|DR|L|1.00000|18.00000|| |0|0|15/6/2555 19:30:05|15/6/2555 19:30:05|อารีย์
500964|DR|L|1.00000|200.00000|| |0|0|15/6/2555 19:30:05|15/6/2555 19:30:05|อารีย์
500965|L|L|1.00000|1.00000|| |0|0|17/12/2558 19:30:13|17/12/2558 19:30:13|Opass Chaisiri : 0892067304
500966|L|L|1.00000|1.00000|| |0|0|17/12/2558 19:30:13|17/12/2558 19:30:13|Opass Chaisiri : 0892067304
500967|DR|L|1.00000|200.00000|| |0|0|15/6/2555 19:30:05|15/6/2555 19:30:05|อารีย์
500968|L|L|1.00000|1.00000|| |0|0|17/12/2558 19:30:13|17/12/2558 19:30:13|Opass Chaisiri : 0892067304
500969|L|L|1.00000|1.00000|| |0|0|17/12/2558 19:30:13|17/12/2558 19:30:13|Opass Chaisiri : 0892067304
500970|L|L|1.00000|1.00000|| |0|0|17/12/2558 19:30:13|17/12/2558 19:30:13|Opass Chaisiri : 0892067304
500971|DR|L|1.00000|208.00000|| |0|0|15/6/2555 19:30:05|15/6/2555 19:30:05|อารีย์
500972|DR|L|100.00000|3168.00000|| |0|0|15/6/2555 19:30:05|15/6/2555 19:30:05|อารีย์
500973|DR|L|1.00000|200.00000|| |0|0|15/6/2555 19:30:05|15/6/2555 19:30:05|อารีย์
500974|DR|L|1.00000|200.00000|| |0|0|15/6/2555 19:30:05|15/6/2555 19:30:05|อารีย์
500975|DR|L|1.00000|200.00000|| |0|0|15/6/2555 19:30:05|15/6/2555 19:30:05|อารีย์
500976|ST|L|1.00000|264.00000|| |0|0|15/6/2555 19:30:05|15/6/2555 19:30:05|อารีย์
500977|CAN|L|1.00000|1.00000|| |0|0|15/6/2555 19:30:05|15/6/2555 19:30:05|อารีย์
500978|CAN|L|100.00000|337.00000|| |0|0|15/6/2555 19:30:05|15/6/2555 19:30:05|อารีย์
500979|CAN|L|1000.00000|3785.00000|| |0|0|15/6/2555 19:30:05|15/6/2555 19:30:05|อารีย์
500980|CAN|L|100.00000|95.00000|| |0|0|15/6/2555 19:30:05|15/6/2555 19:30:05|อารีย์
500981|PAK|L|100.00000|1993.00000|| |0|0|15/6/2555 19:30:05|15/6/2555 19:30:05|อารีย์
500982|PAK|L|100.00000|2271.00000|| |0|0|15/6/2555 19:30:05|15/6/2555 19:30:05|อารีย์
500983|PAK|L|10.00000|168.00000|| |0|0|15/6/2555 19:30:05|15/6/2555 19:30:05|อารีย์
500984|PAK|L|100.00000|2271.00000|| |0|0|15/6/2555 19:30:05|15/6/2555 19:30:05|อารีย์
500985|PAK|L|100.00000|1993.00000|| |0|0|15/6/2555 19:30:05|15/6/2555 19:30:05|อารีย์
500986|PAK|L|100.00000|2271.00000|| |0|0|15/6/2555 19:30:05|15/6/2555 19:30:05|อารีย์
500987|PAK|L|100.00000|1993.00000|| |0|0|15/6/2555 19:30:05|15/6/2555 19:30:05|อารีย์
500988|PAK|L|1000.00000|22704.00000|| |0|0|15/6/2555 19:30:05|15/6/2555 19:30:05|อารีย์
500989|DR|L|100.00000|1893.00000|| |0|0|15/6/2555 19:30:05|15/6/2555 19:30:05|อารีย์
500990|PAK|L|100.00000|1349.00000|| |0|0|15/6/2555 19:30:05|15/6/2555 19:30:05|อารีย์
500991|DR|L|1.00000|200.00000|| |0|0|15/6/2555 19:30:05|15/6/2555 19:30:05|อารีย์
500992|L30|L|1.00000|1.00000|| |0|0|15/6/2555 19:30:05|15/6/2555 19:30:05|อารีย์
500993|CAN|L|1000.00000|3785.00000|| |0|0|15/6/2555 19:30:05|15/6/2555 19:30:05|อารีย์
500994|CAN|L|1.00000|1.00000|| |0|0|15/6/2555 19:30:05|15/6/2555 19:30:05|อารีย์
500995|DR|L|1.00000|208.00000|| |0|0|15/6/2555 19:30:05|15/6/2555 19:30:05|อารีย์
500996|DR|L|1.00000|200.00000|| |0|0|15/6/2555 19:30:05|15/6/2555 19:30:05|อารีย์
500997|CAN|L|100.00000|332.00000|| |0|0|15/6/2555 19:30:05|15/6/2555 19:30:05|อารีย์
500998|CAN|L|100.00000|337.00000|| |0|0|15/6/2555 19:30:05|15/6/2555 19:30:05|อารีย์
500999|DR|L|1.00000|208.00000|| |0|0|15/6/2555 19:30:05|15/6/2555 19:30:05|อารีย์
501000|DR|L|1.00000|208.00000|| |0|0|15/6/2555 19:30:05|15/6/2555 19:30:05|อารีย์
501001|DR|L|1.00000|208.00000|| |0|0|15/6/2555 19:30:05|15/6/2555 19:30:05|อารีย์
501002|CAN|L|10.00000|4.00000|| |0|0|15/6/2555 19:30:05|15/6/2555 19:30:05|อารีย์
501003|PAK|L|10.00000|227.00000|| |0|0|15/6/2555 19:30:05|15/6/2555 19:30:05|อารีย์
501004|PAK|L|100.00000|2146.00000|| |0|0|15/6/2555 19:30:05|15/6/2555 19:30:05|อารีย์
501005|DR|L|100.00000|1892.00000|| |0|0|15/6/2555 19:30:05|15/6/2555 19:30:05|อารีย์
501006|L30|L|1.00000|1.00000|| |0|0|17/12/2558 19:30:12|17/12/2558 19:30:12|Opass Chaisiri : 0892067304
501007|CAN|L|100.00000|51.00000|| |0|0|15/6/2555 19:30:05|15/6/2555 19:30:05|อารีย์
501008|CAN|L|100.00000|89.00000|| |0|0|15/6/2555 19:30:05|15/6/2555 19:30:05|อารีย์
501009|CAN|L|100.00000|332.00000|| |0|0|15/6/2555 19:30:05|15/6/2555 19:30:05|อารีย์
501010|DR|L|100.00000|20817.00000|| |0|0|15/6/2555 19:30:05|15/6/2555 19:30:05|อารีย์
501011|DR|L|1.00000|200.00000|| |0|0|15/6/2555 19:30:05|15/6/2555 19:30:05|อารีย์
501012|CAN|L|100.00000|332.00000|| |0|0|15/6/2555 19:30:05|15/6/2555 19:30:05|อารีย์
501013|CAN|L|100.00000|94.00000|| |0|0|15/6/2555 19:30:05|15/6/2555 19:30:05|อารีย์
501014|PAK|L|1.00000|24.00000|| |0|0|15/6/2555 19:30:05|15/6/2555 19:30:05|อารีย์
501015|L30|L|1.00000|1.00000|| |0|0|15/6/2555 19:30:05|15/6/2555 19:30:05|อารีย์
501016|DR|L|1.00000|200.00000|| |0|0|15/6/2555 19:30:05|15/6/2555 19:30:05|อารีย์
501017|PAK|L|1.00000|24.00000|| |0|0|15/6/2555 19:30:05|15/6/2555 19:30:05|อารีย์
501018|BOT|L|1.00000|4.00000|| |0|0|15/6/2555 19:30:05|15/6/2555 19:30:05|อารีย์
501019|PAK|L|1.00000|12.00000|| |0|0|15/6/2555 19:30:05|15/6/2555 19:30:05|อารีย์
501020|BOT|L|10.00000|50.00000|| |0|0|15/6/2555 19:30:05|15/6/2555 19:30:05|อารีย์
501021|PAK|L|1.00000|24.00000|| |0|0|15/6/2555 19:30:05|15/6/2555 19:30:05|อารีย์
501022|BOT|L|1.00000|4.00000|| |0|0|15/6/2555 19:30:05|15/6/2555 19:30:05|อารีย์
501023|L30|L|1.00000|1.00000|| |0|0|15/6/2555 19:30:05|15/6/2555 19:30:05|อารีย์
501024|DR|L|1.00000|200.00000|| |0|0|15/6/2555 19:30:05|15/6/2555 19:30:05|อารีย์
501025|L30|L|1.00000|1.00000|| |0|0|15/6/2555 19:30:05|15/6/2555 19:30:05|อารีย์
501026|DR|L|1.00000|200.00000|| |0|0|15/6/2555 19:30:05|15/6/2555 19:30:05|อารีย์
501027|L30|L|1.00000|1.00000|| |0|0|15/6/2555 19:30:05|15/6/2555 19:30:05|อารีย์
501028|DR|L|1.00000|200.00000|| |0|0|15/6/2555 19:30:05|15/6/2555 19:30:05|อารีย์
501029|L30|L|1.00000|1.00000|| |0|0|15/6/2555 19:30:05|15/6/2555 19:30:05|อารีย์
501030|CAN|L|1000.00000|3785.00000|| |0|0|15/6/2555 19:30:05|15/6/2555 19:30:05|อารีย์
501031|CAN|L|1000.00000|3785.00000|| |0|0|15/6/2555 19:30:05|15/6/2555 19:30:05|อารีย์
501032|L86|L|1.00000|1.00000|| |0|0|15/6/2555 19:30:05|15/6/2555 19:30:05|อารีย์
501034|DR|L|1.00000|200.00000|| |0|0|15/6/2555 19:30:05|15/6/2555 19:30:05|อารีย์
501035|DR|L|1.00000|200.00000|| |0|0|15/6/2555 19:30:05|15/6/2555 19:30:05|อารีย์
501036|DR|L|1.00000|200.00000|| |0|0|15/6/2555 19:30:05|15/6/2555 19:30:05|อารีย์
501037|DR|L|1.00000|200.00000|| |0|0|15/6/2555 19:30:05|15/6/2555 19:30:05|อารีย์
501038|DR|L|1.00000|200.00000|| |0|0|15/6/2555 19:30:05|15/6/2555 19:30:05|อารีย์
501039|DR|L|1.00000|200.00000|| |0|0|15/6/2555 19:30:05|15/6/2555 19:30:05|อารีย์
501040|DR|L|1.00000|200.00000|| |0|0|15/6/2555 19:30:05|15/6/2555 19:30:05|อารีย์
501041|DR|L|1.00000|200.00000|| |0|0|15/6/2555 19:30:05|15/6/2555 19:30:05|อารีย์
501042|DR|L|1.00000|200.00000|| |0|0|15/6/2555 19:30:05|15/6/2555 19:30:05|อารีย์
501043|CAN|L|1000.00000|3785.00000|| |0|0|15/6/2555 19:30:05|15/6/2555 19:30:05|อารีย์
501044|TUB|L|100.00000|25.00000|| |0|0|15/6/2555 19:30:05|15/6/2555 19:30:05|อารีย์
501045|DR|L|1.00000|200.00000|| |0|0|15/6/2555 19:30:05|15/6/2555 19:30:05|อารีย์
501046|CAN|L|1.00000|1.00000|| |0|0|15/6/2555 19:30:05|15/6/2555 19:30:05|อารีย์
501047|CAN|L|1.00000|1.00000|| |0|0|15/6/2555 19:30:05|15/6/2555 19:30:05|อารีย์
501048|DR|L|1.00000|200.00000|| |0|0|15/6/2555 19:30:05|15/6/2555 19:30:05|อารีย์
501049|DR|L|1.00000|200.00000|| |0|0|15/6/2555 19:30:05|15/6/2555 19:30:05|อารีย์
501054|L30|L|1.00000|1.00000|| |0|0|15/6/2555 19:30:05|15/6/2555 19:30:05|อารีย์
501058|KG|L|1000.00000|1004.00000|| |0|0|15/6/2555 19:30:05|15/6/2555 19:30:05|อารีย์
501061|KG|L|1000.00000|1199.00000|| |0|0|17/12/2558 19:30:13|17/12/2558 19:30:13|Opass Chaisiri : 0892067304
501062|KG|L|1000.00000|1199.00000|| |0|0|17/12/2558 19:30:13|17/12/2558 19:30:13|Opass Chaisiri : 0892067304
501063|DR|L|1.00000|200.00000|| |0|0|15/6/2555 19:30:05|15/6/2555 19:30:05|อารีย์
501065|DR|L|1.00000|200.00000|| |0|0|15/6/2555 19:30:05|15/6/2555 19:30:05|อารีย์
501066|DR|L|1.00000|200.00000|| |0|0|15/6/2555 19:30:05|15/6/2555 19:30:05|อารีย์
501067|BOT|L|1.00000|7.00000|5| |0|0|15/6/2555 19:30:05|15/6/2555 19:30:05|อารีย์
501070|PAK|L|1.00000|28.00000|20| |0|0|15/6/2555 19:30:05|15/6/2555 19:30:05|อารีย์
501071|L30|L|1.00000|1.00000|| |0|0|17/12/2558 19:30:13|17/12/2558 19:30:13|Opass Chaisiri : 0892067304
501072|L30|L|1.00000|1.00000|| |0|0|17/12/2558 19:30:13|17/12/2558 19:30:13|Opass Chaisiri : 0892067304
501073|DR|L|1.00000|200.00000|| |0|0|15/6/2555 19:30:05|15/6/2555 19:30:05|อารีย์
501075|L86|L|1.00000|1.00000|| |0|0|15/6/2555 19:30:05|15/6/2555 19:30:05|อารีย์
501080|L30|L|1.00000|1.00000|| |0|0|15/6/2555 19:30:05|15/6/2555 19:30:05|อารีย์
501081|L30|L|1.00000|1.00000|| |0|0|15/6/2555 19:30:05|15/6/2555 19:30:05|อารีย์
501082|L30|L|1.00000|1.00000|| |0|0|15/6/2555 19:30:05|15/6/2555 19:30:05|อารีย์
501083|L30|L|1.00000|1.00000|| |0|0|15/6/2555 19:30:05|15/6/2555 19:30:05|อารีย์
501084|DR|L|1.00000|18.00000|| |0|0|15/6/2555 19:30:05|15/6/2555 19:30:05|อารีย์
501085|DR|L|1.00000|18.00000|| |0|0|15/6/2555 19:30:05|15/6/2555 19:30:05|อารีย์
501087|DR|L|1.00000|18.00000|| |0|0|15/6/2555 19:30:05|15/6/2555 19:30:05|อารีย์
501088|DR|L|1.00000|18.00000|| |0|0|15/6/2555 19:30:05|15/6/2555 19:30:05|อารีย์
501089|DR|L|1.00000|200.00000|| |0|0|15/6/2555 19:30:05|15/6/2555 19:30:05|อารีย์
501090|DR|L|1.00000|200.00000|| |0|0|15/6/2555 19:30:05|15/6/2555 19:30:05|อารีย์
501091|DR|L|1.00000|200.00000|| |0|0|15/6/2555 19:30:05|15/6/2555 19:30:05|อารีย์
501092|DR|L|1.00000|200.00000|| |0|0|15/6/2555 19:30:05|15/6/2555 19:30:05|อารีย์
501094|DR|L|1.00000|200.00000|| |0|0|15/6/2555 19:30:05|15/6/2555 19:30:05|อารีย์
501102|DR|L|1.00000|200.00000|| |0|0|15/6/2555 19:30:05|15/6/2555 19:30:05|อารีย์
501104|DR|L|1.00000|200.00000|| |0|0|15/6/2555 19:30:05|15/6/2555 19:30:05|อารีย์
501111|L30|L|1.00000|1.00000|| |0|0|17/12/2558 19:30:13|17/12/2558 19:30:13|Opass Chaisiri : 0892067304
501121|KG|L|1.00000|1.00000|| |0|0|17/12/2558 19:30:13|17/12/2558 19:30:13|Opass Chaisiri : 0892067304
501123|DR|L|1.00000|200.00000|| |0|0|15/6/2555 19:30:05|15/6/2555 19:30:05|อารีย์
501124|L30|L|1.00000|1.00000|| |0|0|15/6/2555 19:30:05|15/6/2555 19:30:05|อารีย์
501125|BOT|L|1.00000|5.00000|| |0|0|15/6/2555 19:30:05|15/6/2555 19:30:05|อารีย์
501126|BOT|L|1.00000|1.00000|| |0|0|15/6/2555 19:30:05|15/6/2555 19:30:05|อารีย์
