MAT_ID|BASE_UOM|ALTERNATIVE_UOM|NUMERATOR|DENOMINATOR|NORMAL_SIZE_L|BASE_UOM_BLOCK|DAY_ID|SHIFT_NO|CREATEDATE|MODDATE|MODBY
100001|L86|L|1.00000|1.00000|| |0|0|15/6/2555 19:30:06|15/6/2555 19:30:06|อารีย์
100002|L86|L|1.00000|1.00000|| |0|0|15/6/2555 19:30:06|15/6/2555 19:30:06|อารีย์
100004|L86|L|1.00000|1.00000|| |0|0|17/12/2558 19:30:12|17/12/2558 19:30:12|Opass Chaisiri : 0892067304
100005|L86|L|1.00000|1.00000|| |0|0|17/12/2558 19:30:12|17/12/2558 19:30:12|Opass Chaisiri : 0892067304
100007|L86|L|1.00000|1.00000|| |0|0|17/12/2558 19:30:13|17/12/2558 19:30:13|Opass Chaisiri : 0892067304
100012|L86|L|1.00000|1.00000|| |0|0|17/12/2558 19:30:13|17/12/2558 19:30:13|Opass Chaisiri : 0892067304
100014|L86|L|1.00000|1.00000|| |0|0|17/12/2558 19:30:12|17/12/2558 19:30:12|Opass Chaisiri : 0892067304
100016|L86|L|1.00000|1.00000|| |0|0|17/12/2558 19:30:12|17/12/2558 19:30:12|Opass Chaisiri : 0892067304
100018|L86|L|1.00000|1.00000|| |0|0|15/6/2555 19:30:06|15/6/2555 19:30:06|อารีย์
100020|L86|L|1.00000|1.00000|| |0|0|15/6/2555 19:30:06|15/6/2555 19:30:06|อารีย์
100033|KG|L|8580.00000|10000.00000|| |0|0|17/12/2558 19:30:15|17/12/2558 19:30:15|Opass Chaisiri : 0892067304
100034|DR|L|1.00000|200.00000|| |0|0|17/12/2558 19:30:12|17/12/2558 19:30:12|Opass Chaisiri : 0892067304
100035|KG|L|8760.00000|10000.00000|| |0|0|17/12/2558 19:30:15|17/12/2558 19:30:15|Opass Chaisiri : 0892067304
100036|DR|L|1.00000|200.00000|| |0|0|17/12/2558 19:30:12|17/12/2558 19:30:12|Opass Chaisiri : 0892067304
100037|KG|L|8910.00000|10000.00000|| |0|0|17/12/2558 19:30:15|17/12/2558 19:30:15|Opass Chaisiri : 0892067304
100038|DR|L|1.00000|200.00000|| |0|0|17/12/2558 19:30:12|17/12/2558 19:30:12|Opass Chaisiri : 0892067304
100039|KG|L|8405.00000|10000.00000|| |0|0|17/12/2558 19:30:12|17/12/2558 19:30:12|Opass Chaisiri : 0892067304
100040|DR|L|1.00000|200.00000|| |0|0|17/12/2558 19:30:12|17/12/2558 19:30:12|Opass Chaisiri : 0892067304
100041|KG|L|833.00000|1000.00000|| |0|0|17/12/2558 19:30:12|17/12/2558 19:30:12|Opass Chaisiri : 0892067304
100042|KG|L|8336.00000|10000.00000|| |0|0|17/12/2558 19:30:13|17/12/2558 19:30:13|Opass Chaisiri : 0892067304
100043|KG|L|10156.00000|10000.00000|| |0|0|17/12/2558 19:30:13|17/12/2558 19:30:13|Opass Chaisiri : 0892067304
100044|DR|L|1.00000|200.00000|| |0|0|17/12/2558 19:30:12|17/12/2558 19:30:12|Opass Chaisiri : 0892067304
100045|KG|L|10136.00000|10000.00000|| |0|0|17/12/2558 19:30:12|17/12/2558 19:30:12|Opass Chaisiri : 0892067304
100046|DR|L|1.00000|200.00000|| |0|0|17/12/2558 19:30:14|17/12/2558 19:30:14|Opass Chaisiri : 0892067304
100047|KG|L|10064.00000|10000.00000|| |0|0|17/12/2558 19:30:12|17/12/2558 19:30:12|Opass Chaisiri : 0892067304
100048|DR|L|1.00000|200.00000|| |0|0|17/12/2558 19:30:12|17/12/2558 19:30:12|Opass Chaisiri : 0892067304
100049|KG|L|10000.00000|11924.00000|| |0|0|17/12/2558 19:30:15|17/12/2558 19:30:15|Opass Chaisiri : 0892067304
100050|KG|L|10136.00000|10000.00000|| |0|0|15/6/2555 19:30:06|15/6/2555 19:30:06|อารีย์
100051|DR|L|1.00000|200.00000|| |0|0|15/6/2555 19:30:06|15/6/2555 19:30:06|อารีย์
100052|KG|L|10064.00000|10000.00000|| |0|0|15/6/2555 19:30:06|15/6/2555 19:30:06|อารีย์
100053|DR|L|1.00000|200.00000|| |0|0|15/6/2555 19:30:06|15/6/2555 19:30:06|อารีย์
100056|KG|L|1000.00000|1014.00000|| |0|0|15/6/2555 19:30:06|15/6/2555 19:30:06|อารีย์
100062|KG|L|10.00000|6.00000|| |0|0|15/6/2555 19:30:06|15/6/2555 19:30:06|อารีย์
100073|KG|L|880.00000|1000.00000|| |0|0|17/12/2558 19:30:12|17/12/2558 19:30:12|Opass Chaisiri : 0892067304
100084|KG|L|893.00000|1000.00000|| |0|0|17/12/2558 19:30:14|17/12/2558 19:30:14|Opass Chaisiri : 0892067304
100093|KG|L|880.00000|1000.00000|| |0|0|15/6/2555 19:30:06|15/6/2555 19:30:06|อารีย์
100094|L86|L|1.00000|1.00000|| |0|0|17/12/2558 19:30:12|17/12/2558 19:30:12|Opass Chaisiri : 0892067304
100096|KG|L|10000.00000|11924.00000|| |0|0|17/12/2558 19:30:15|17/12/2558 19:30:15|Opass Chaisiri : 0892067304
100097|KG|L|10000.00000|11924.00000|| |0|0|17/12/2558 19:30:15|17/12/2558 19:30:15|Opass Chaisiri : 0892067304
100103|KG|L|8547.00000|10000.00000|| |0|0|17/12/2558 19:30:14|17/12/2558 19:30:14|Opass Chaisiri : 0892067304
100104|KG|L|8666.00000|10000.00000|| |0|0|17/12/2558 19:30:12|17/12/2558 19:30:12|Opass Chaisiri : 0892067304
100113|KG|L|893.00000|1000.00000|| |0|0|15/6/2555 19:30:06|15/6/2555 19:30:06|อารีย์
100121|L86|L|1.00000|1.00000|| |0|0|17/12/2558 19:30:12|17/12/2558 19:30:12|Opass Chaisiri : 0892067304
100124|L86|L|1.00000|1.00000|| |0|0|17/12/2558 19:30:14|17/12/2558 19:30:14|Opass Chaisiri : 0892067304
100138|KG|L|8453.00000|10000.00000|| |0|0|17/12/2558 19:30:14|17/12/2558 19:30:14|Opass Chaisiri : 0892067304
100142|KG|L|173.00000|210.00000|| |0|0|17/12/2558 19:30:11|17/12/2558 19:30:11|Opass Chaisiri : 0892067304
100151|DR|L|1.00000|1000.00000|| |0|0|17/12/2558 19:30:13|17/12/2558 19:30:13|Opass Chaisiri : 0892067304
100152|DR|L|1.00000|1000.00000|| |0|0|17/12/2558 19:30:14|17/12/2558 19:30:14|Opass Chaisiri : 0892067304
100154|L86|L|1.00000|1.00000|| |0|0|17/12/2558 19:30:12|17/12/2558 19:30:12|Opass Chaisiri : 0892067304
100158|L86|L|1.00000|1.00000|| |0|0|17/12/2558 19:30:12|17/12/2558 19:30:12|Opass Chaisiri : 0892067304
100161|KG|L|833.00000|1000.00000|| |0|0|17/12/2558 19:30:14|17/12/2558 19:30:14|Opass Chaisiri : 0892067304
100162|DR|L|1.00000|1000.00000|| |0|0|17/12/2558 19:30:14|17/12/2558 19:30:14|Opass Chaisiri : 0892067304
100165|KG|L|950.00000|1000.00000|| |0|0|17/12/2558 19:30:12|17/12/2558 19:30:12|Opass Chaisiri : 0892067304
100169|L86|L|1.00000|1.00000|| |0|0|17/12/2558 19:30:14|17/12/2558 19:30:14|Opass Chaisiri : 0892067304
100172|KG|L|893.00000|1000.00000|| |0|0|17/12/2558 19:30:12|17/12/2558 19:30:12|Opass Chaisiri : 0892067304
100195|L86|L|1.00000|1.00000|| |0|0|17/12/2558 19:30:13|17/12/2558 19:30:13|Opass Chaisiri : 0892067304
100197|L86|L|1.00000|1.00000|| |0|0|17/12/2558 19:30:12|17/12/2558 19:30:12|Opass Chaisiri : 0892067304
100198|L86|L|1.00000|1.00000|| |0|0|15/6/2555 19:30:06|15/6/2555 19:30:06|อารีย์
100200|KG|L|1000.00000|1014.00000|| |0|0|15/6/2555 19:30:06|15/6/2555 19:30:06|อารีย์
100202|KG|L|1000.00000|1014.00000|| |0|0|15/6/2555 19:30:06|15/6/2555 19:30:06|อารีย์
100204|KG|L|950.00000|1000.00000|| |0|0|17/12/2558 19:30:12|17/12/2558 19:30:12|Opass Chaisiri : 0892067304
100213|KG|L|823.00000|1000.00000|| |0|0|17/12/2558 19:30:12|17/12/2558 19:30:12|Opass Chaisiri : 0892067304
100214|KG|L|833.00000|1000.00000|| |0|0|17/12/2558 19:30:12|17/12/2558 19:30:12|Opass Chaisiri : 0892067304
100215|KG|L|833.00000|1000.00000|| |0|0|17/12/2558 19:30:12|17/12/2558 19:30:12|Opass Chaisiri : 0892067304
100246|KG|L|8547.00000|10000.00000|| |0|0|15/6/2555 19:30:06|15/6/2555 19:30:06|อารีย์
100248|KG|L|8666.00000|10000.00000|| |0|0|15/6/2555 19:30:06|15/6/2555 19:30:06|อารีย์
100311|KG|L|8762.00000|10000.00000|| |0|0|17/12/2558 19:30:13|17/12/2558 19:30:13|Opass Chaisiri : 0892067304
100331|KG|L|8547.00000|10000.00000|| |0|0|17/12/2558 19:30:13|17/12/2558 19:30:13|Opass Chaisiri : 0892067304
100353|L86|L|1.00000|1.00000|| |0|0|17/12/2558 19:30:13|17/12/2558 19:30:13|Opass Chaisiri : 0892067304
100355|L86|L|1.00000|1.00000|| |0|0|17/12/2558 19:30:13|17/12/2558 19:30:13|Opass Chaisiri : 0892067304
100367|L86|L|1.00000|1.00000|| |0|0|15/6/2555 19:30:06|15/6/2555 19:30:06|อารีย์
100379|L86|L|1.00000|1.00000|| |0|0|15/6/2555 19:30:06|15/6/2555 19:30:06|อารีย์
100383|L|L|1.00000|1.00000|| |0|0|17/12/2558 19:30:13|17/12/2558 19:30:13|Opass Chaisiri : 0892067304
100391|L86|L|1.00000|1.00000|| |0|0|17/12/2558 19:30:13|17/12/2558 19:30:13|Opass Chaisiri : 0892067304
100406|KG|L|8547.00000|10000.00000|| |0|0|17/12/2558 19:30:13|17/12/2558 19:30:13|Opass Chaisiri : 0892067304
100407|KG|L|8666.00000|10000.00000|| |0|0|17/12/2558 19:30:13|17/12/2558 19:30:13|Opass Chaisiri : 0892067304
100433|KG|L|173.00000|210.00000|| |0|0|17/12/2558 19:30:13|17/12/2558 19:30:13|Opass Chaisiri : 0892067304
100462|KG|L|1015.00000|1000.00000|| |0|0|17/12/2558 19:30:15|17/12/2558 19:30:15|Opass Chaisiri : 0892067304
100476|KG|L|8580.00000|10000.00000|| |0|0|17/12/2558 19:30:13|17/12/2558 19:30:13|Opass Chaisiri : 0892067304
100477|KG|L|8453.00000|10000.00000|| |0|0|15/6/2555 19:30:06|15/6/2555 19:30:06|อารีย์
100481|KG|L|8740.00000|10000.00000|| |0|0|17/12/2558 19:30:13|17/12/2558 19:30:13|Opass Chaisiri : 0892067304
100489|KG|L|173.00000|210.00000|| |0|0|15/6/2555 19:30:06|15/6/2555 19:30:06|อารีย์
100503|L|L|1.00000|1.00000|| |0|0|17/12/2558 19:30:13|17/12/2558 19:30:13|Opass Chaisiri : 0892067304
100521|DR|L|1.00000|1000.00000|| |0|0|15/6/2555 19:30:06|15/6/2555 19:30:06|อารีย์
100524|DR|L|1.00000|1000.00000|| |0|0|15/6/2555 19:30:06|15/6/2555 19:30:06|อารีย์
100525|DR|L|1.00000|1000.00000|| |0|0|15/6/2555 19:30:06|15/6/2555 19:30:06|อารีย์
100531|L86|L|1.00000|1.00000|| |0|0|15/6/2555 19:30:06|15/6/2555 19:30:06|อารีย์
100534|DR|L|1.00000|1000.00000|| |0|0|17/12/2558 19:30:13|17/12/2558 19:30:13|Opass Chaisiri : 0892067304
100536|L86|L|1.00000|1.00000|| |0|0|15/6/2555 19:30:06|15/6/2555 19:30:06|อารีย์
100542|KG|L|833.00000|1000.00000|| |0|0|15/6/2555 19:30:06|15/6/2555 19:30:06|อารีย์
100546|DR|L|1.00000|1000.00000|| |0|0|15/6/2555 19:30:06|15/6/2555 19:30:06|อารีย์
100547|KG|L|833.00000|1000.00000|| |0|0|17/12/2558 19:30:13|17/12/2558 19:30:13|Opass Chaisiri : 0892067304
100549|KG|L|950.00000|1000.00000|| |0|0|15/6/2555 19:30:06|15/6/2555 19:30:06|อารีย์
100564|KG|L|8580.00000|10000.00000|| |0|0|17/12/2558 19:30:13|17/12/2558 19:30:13|Opass Chaisiri : 0892067304
100565|L86|L|1.00000|1.00000|| |0|0|15/6/2555 19:30:06|15/6/2555 19:30:06|อารีย์
100572|KG|L|893.00000|1000.00000|| |0|0|15/6/2555 19:30:06|15/6/2555 19:30:06|อารีย์
100602|KG|L|10136.00000|10000.00000|| |0|0|17/12/2558 19:30:13|17/12/2558 19:30:13|Opass Chaisiri : 0892067304
100692|KG|L|8580.00000|10000.00000|| |0|0|17/12/2558 19:30:14|17/12/2558 19:30:14|Opass Chaisiri : 0892067304
100693|KG|L|8740.00000|10000.00000|| |0|0|17/12/2558 19:30:14|17/12/2558 19:30:14|Opass Chaisiri : 0892067304
100848|KG|L|950.00000|1000.00000|| |0|0|15/6/2555 19:30:04|15/6/2555 19:30:04|อารีย์
100888|KG|L|823.00000|1000.00000|| |0|0|15/6/2555 19:30:04|15/6/2555 19:30:04|อารีย์
100892|KG|L|833.00000|1000.00000|| |0|0|15/6/2555 19:30:04|15/6/2555 19:30:04|อารีย์
100893|KG|L|833.00000|1000.00000|| |0|0|15/6/2555 19:30:04|15/6/2555 19:30:04|อารีย์
19000038|KG|L|785.00000|1000.00000|| |0|0|15/6/2555 19:30:06|15/6/2555 19:30:06|อารีย์
200090|EA|L|15625.00000|59146.00000|| |0|0|15/6/2555 19:30:06|15/6/2555 19:30:06|อารีย์
200092|EA|L|15625.00000|59146.00000|| |0|0|15/6/2555 19:30:06|15/6/2555 19:30:06|อารีย์
200138|EA|L|15625.00000|59146.00000|| |0|0|15/6/2555 19:30:06|15/6/2555 19:30:06|อารีย์
201965|BOT|L|1.00000|1.00000|| |0|0|17/12/2558 19:30:13|17/12/2558 19:30:13|Opass Chaisiri : 0892067304
300010|L86|L|1.00000|1.00000|| |0|0|15/6/2555 19:30:06|15/6/2555 19:30:06|อารีย์
300015|L86|L|1.00000|1.00000||X|0|0|14/8/2559 4:00:03|14/8/2559 4:00:03|Auto System
400001|CYL|L|1000.00000|7353.00000|| |0|0|17/12/2558 19:30:12|17/12/2558 19:30:12|Opass Chaisiri : 0892067304
400002|CYL|L|1000.00000|7353.00000|| |0|0|17/12/2558 19:30:12|17/12/2558 19:30:12|Opass Chaisiri : 0892067304
400003|CYL|L|1000.00000|7353.00000|| |0|0|17/12/2558 19:30:12|17/12/2558 19:30:12|Opass Chaisiri : 0892067304
400004|CYL|L|1000.00000|12867.00000|| |0|0|17/12/2558 19:30:12|17/12/2558 19:30:12|Opass Chaisiri : 0892067304
400005|CYL|L|1000.00000|12867.00000|| |0|0|17/12/2558 19:30:12|17/12/2558 19:30:12|Opass Chaisiri : 0892067304
400007|CYL|L|1000.00000|27574.00000|| |0|0|17/12/2558 19:30:12|17/12/2558 19:30:12|Opass Chaisiri : 0892067304
400008|CYL|L|1000.00000|27574.00000|| |0|0|17/12/2558 19:30:12|17/12/2558 19:30:12|Opass Chaisiri : 0892067304
400009|CYL|L|1000.00000|27574.00000|| |0|0|17/12/2558 19:30:12|17/12/2558 19:30:12|Opass Chaisiri : 0892067304
400010|CYL|L|1000.00000|88240.00000|| |0|0|17/12/2558 19:30:12|17/12/2558 19:30:12|Opass Chaisiri : 0892067304
400011|CYL|L|1000.00000|88240.00000|| |0|0|17/12/2558 19:30:12|17/12/2558 19:30:12|Opass Chaisiri : 0892067304
400012|CYL|L|1000.00000|88240.00000|| |0|0|17/12/2558 19:30:12|17/12/2558 19:30:12|Opass Chaisiri : 0892067304
400013|CYL|L|1000.00000|88240.00000|| |0|0|17/12/2558 19:30:12|17/12/2558 19:30:12|Opass Chaisiri : 0892067304
400014|CYL|L|1000.00000|88240.00000|| |0|0|17/12/2558 19:30:14|17/12/2558 19:30:14|Opass Chaisiri : 0892067304
400015|DR|L|1.00000|200.00000|| |0|0|17/12/2558 19:30:12|17/12/2558 19:30:12|Opass Chaisiri : 0892067304
400016|DR|L|1.00000|50.00000|| |0|0|17/12/2558 19:30:12|17/12/2558 19:30:12|Opass Chaisiri : 0892067304
400017|DR|L|1.00000|50.00000|| |0|0|17/12/2558 19:30:12|17/12/2558 19:30:12|Opass Chaisiri : 0892067304
400018|DR|L|1.00000|200.00000|| |0|0|17/12/2558 19:30:12|17/12/2558 19:30:12|Opass Chaisiri : 0892067304
400019|DR|L|1.00000|200.00000|| |0|0|17/12/2558 19:30:12|17/12/2558 19:30:12|Opass Chaisiri : 0892067304
400020|DR|L|1.00000|200.00000|| |0|0|17/12/2558 19:30:12|17/12/2558 19:30:12|Opass Chaisiri : 0892067304
400021|DR|L|1.00000|200.00000|| |0|0|17/12/2558 19:30:14|17/12/2558 19:30:14|Opass Chaisiri : 0892067304
400022|DR|L|1.00000|200.00000|| |0|0|17/12/2558 19:30:12|17/12/2558 19:30:12|Opass Chaisiri : 0892067304
400023|EA|L|1.00000|18.00000|| |0|0|17/12/2558 19:30:12|17/12/2558 19:30:12|Opass Chaisiri : 0892067304
400024|DR|L|1.00000|200.00000|| |0|0|17/12/2558 19:30:12|17/12/2558 19:30:12|Opass Chaisiri : 0892067304
400025|DR|L|1.00000|200.00000|| |0|0|17/12/2558 19:30:12|17/12/2558 19:30:12|Opass Chaisiri : 0892067304
400026|DR|L|1.00000|200.00000|| |0|0|17/12/2558 19:30:12|17/12/2558 19:30:12|Opass Chaisiri : 0892067304
400027|DR|L|1.00000|200.00000|| |0|0|17/12/2558 19:30:14|17/12/2558 19:30:14|Opass Chaisiri : 0892067304
400028|DR|L|1.00000|200.00000|| |0|0|17/12/2558 19:30:12|17/12/2558 19:30:12|Opass Chaisiri : 0892067304
400029|DR|L|1.00000|200.00000|| |0|0|17/12/2558 19:30:14|17/12/2558 19:30:14|Opass Chaisiri : 0892067304
400030|DR|L|1.00000|200.00000|| |0|0|17/12/2558 19:30:12|17/12/2558 19:30:12|Opass Chaisiri : 0892067304
400031|DR|L|1.00000|200.00000|| |0|0|17/12/2558 19:30:12|17/12/2558 19:30:12|Opass Chaisiri : 0892067304
400032|DR|L|1.00000|200.00000|| |0|0|17/12/2558 19:30:12|17/12/2558 19:30:12|Opass Chaisiri : 0892067304
400033|DR|L|1.00000|200.00000|| |0|0|17/12/2558 19:30:12|17/12/2558 19:30:12|Opass Chaisiri : 0892067304
400034|DR|L|1.00000|200.00000|| |0|0|17/12/2558 19:30:12|17/12/2558 19:30:12|Opass Chaisiri : 0892067304
400035|DR|L|1.00000|200.00000|| |0|0|17/12/2558 19:30:12|17/12/2558 19:30:12|Opass Chaisiri : 0892067304
400036|DR|L|1.00000|200.00000|| |0|0|17/12/2558 19:30:12|17/12/2558 19:30:12|Opass Chaisiri : 0892067304
400037|DR|L|1.00000|200.00000|| |0|0|17/12/2558 19:30:12|17/12/2558 19:30:12|Opass Chaisiri : 0892067304
400038|DR|L|1.00000|200.00000|| |0|0|17/12/2558 19:30:12|17/12/2558 19:30:12|Opass Chaisiri : 0892067304
400039|DR|L|1.00000|200.00000|| |0|0|17/12/2558 19:30:12|17/12/2558 19:30:12|Opass Chaisiri : 0892067304
400040|DR|L|1.00000|200.00000|| |0|0|17/12/2558 19:30:12|17/12/2558 19:30:12|Opass Chaisiri : 0892067304
400041|DR|L|1.00000|200.00000|| |0|0|17/12/2558 19:30:12|17/12/2558 19:30:12|Opass Chaisiri : 0892067304
400042|DR|L|1.00000|200.00000|| |0|0|17/12/2558 19:30:12|17/12/2558 19:30:12|Opass Chaisiri : 0892067304
400043|DR|L|1.00000|200.00000|| |0|0|17/12/2558 19:30:14|17/12/2558 19:30:14|Opass Chaisiri : 0892067304
400044|DR|L|1.00000|200.00000|| |0|0|17/12/2558 19:30:12|17/12/2558 19:30:12|Opass Chaisiri : 0892067304
400045|DR|L|1.00000|200.00000|| |0|0|17/12/2558 19:30:12|17/12/2558 19:30:12|Opass Chaisiri : 0892067304
400046|DR|L|1.00000|200.00000|| |0|0|17/12/2558 19:30:12|17/12/2558 19:30:12|Opass Chaisiri : 0892067304
400047|DR|L|1.00000|200.00000|| |0|0|17/12/2558 19:30:12|17/12/2558 19:30:12|Opass Chaisiri : 0892067304
400048|DR|L|1.00000|200.00000|| |0|0|17/12/2558 19:30:12|17/12/2558 19:30:12|Opass Chaisiri : 0892067304
400049|DR|L|1.00000|200.00000|| |0|0|17/12/2558 19:30:12|17/12/2558 19:30:12|Opass Chaisiri : 0892067304
400050|DR|L|1.00000|200.00000|| |0|0|17/12/2558 19:30:12|17/12/2558 19:30:12|Opass Chaisiri : 0892067304
400051|DR|L|1.00000|200.00000|| |0|0|17/12/2558 19:30:12|17/12/2558 19:30:12|Opass Chaisiri : 0892067304
400052|DR|L|1.00000|200.00000|| |0|0|17/12/2558 19:30:12|17/12/2558 19:30:12|Opass Chaisiri : 0892067304
400053|DR|L|1.00000|200.00000|| |0|0|17/12/2558 19:30:12|17/12/2558 19:30:12|Opass Chaisiri : 0892067304
400054|KAN|L|1.00000|1.00000|| |0|0|17/12/2558 19:30:12|17/12/2558 19:30:12|Opass Chaisiri : 0892067304
400056|DR|L|1.00000|200.00000|| |0|0|17/12/2558 19:30:12|17/12/2558 19:30:12|Opass Chaisiri : 0892067304
400057|DR|L|1.00000|200.00000|| |0|0|17/12/2558 19:30:12|17/12/2558 19:30:12|Opass Chaisiri : 0892067304
400058|DR|L|1.00000|200.00000|| |0|0|17/12/2558 19:30:12|17/12/2558 19:30:12|Opass Chaisiri : 0892067304
400059|DR|L|1.00000|200.00000|| |0|0|17/12/2558 19:30:12|17/12/2558 19:30:12|Opass Chaisiri : 0892067304
400060|DR|L|1.00000|200.00000|| |0|0|17/12/2558 19:30:12|17/12/2558 19:30:12|Opass Chaisiri : 0892067304
400061|DR|L|1.00000|200.00000|| |0|0|17/12/2558 19:30:12|17/12/2558 19:30:12|Opass Chaisiri : 0892067304
400062|DR|L|1.00000|200.00000|| |0|0|17/12/2558 19:30:12|17/12/2558 19:30:12|Opass Chaisiri : 0892067304
400063|DR|L|1.00000|200.00000|| |0|0|17/12/2558 19:30:12|17/12/2558 19:30:12|Opass Chaisiri : 0892067304
400064|DR|L|1.00000|200.00000|| |0|0|17/12/2558 19:30:12|17/12/2558 19:30:12|Opass Chaisiri : 0892067304
400065|DR|L|1.00000|200.00000|| |0|0|17/12/2558 19:30:12|17/12/2558 19:30:12|Opass Chaisiri : 0892067304
400066|DR|L|1.00000|200.00000|| |0|0|17/12/2558 19:30:12|17/12/2558 19:30:12|Opass Chaisiri : 0892067304
400067|DR|L|1.00000|200.00000|| |0|0|17/12/2558 19:30:12|17/12/2558 19:30:12|Opass Chaisiri : 0892067304
400068|DR|L|1.00000|200.00000|| |0|0|17/12/2558 19:30:12|17/12/2558 19:30:12|Opass Chaisiri : 0892067304
400069|DR|L|1.00000|200.00000|| |0|0|17/12/2558 19:30:12|17/12/2558 19:30:12|Opass Chaisiri : 0892067304
400070|DR|L|1.00000|200.00000|| |0|0|17/12/2558 19:30:12|17/12/2558 19:30:12|Opass Chaisiri : 0892067304
400071|DR|L|1.00000|200.00000|| |0|0|17/12/2558 19:30:12|17/12/2558 19:30:12|Opass Chaisiri : 0892067304
400072|DR|L|1.00000|200.00000|| |0|0|17/12/2558 19:30:12|17/12/2558 19:30:12|Opass Chaisiri : 0892067304
400073|DR|L|1.00000|200.00000|| |0|0|17/12/2558 19:30:12|17/12/2558 19:30:12|Opass Chaisiri : 0892067304
400074|DR|L|1.00000|200.00000|| |0|0|17/12/2558 19:30:12|17/12/2558 19:30:12|Opass Chaisiri : 0892067304
400075|KAN|L|1000.00000|3785.00000|| |0|0|17/12/2558 19:30:12|17/12/2558 19:30:12|Opass Chaisiri : 0892067304
400076|DR|L|1.00000|200.00000|| |0|0|17/12/2558 19:30:11|17/12/2558 19:30:11|Opass Chaisiri : 0892067304
400077|DR|L|1.00000|200.00000|| |0|0|17/12/2558 19:30:12|17/12/2558 19:30:12|Opass Chaisiri : 0892067304
400078|DR|L|1.00000|200.00000|| |0|0|17/12/2558 19:30:11|17/12/2558 19:30:11|Opass Chaisiri : 0892067304
400079|DR|L|1.00000|200.00000|| |0|0|17/12/2558 19:30:12|17/12/2558 19:30:12|Opass Chaisiri : 0892067304
400080|BOT|L|1.00000|4.00000|| |0|0|17/12/2558 19:30:12|17/12/2558 19:30:12|Opass Chaisiri : 0892067304
400081|DR|L|1.00000|200.00000|| |0|0|17/12/2558 19:30:14|17/12/2558 19:30:14|Opass Chaisiri : 0892067304
400082|BOT|L|1.00000|1.00000|| |0|0|17/12/2558 19:30:12|17/12/2558 19:30:12|Opass Chaisiri : 0892067304
400083|DR|L|1.00000|200.00000|| |0|0|17/12/2558 19:30:12|17/12/2558 19:30:12|Opass Chaisiri : 0892067304
400084|DR|L|1.00000|200.00000|| |0|0|17/12/2558 19:30:11|17/12/2558 19:30:11|Opass Chaisiri : 0892067304
400085|DR|L|1.00000|200.00000|| |0|0|17/12/2558 19:30:11|17/12/2558 19:30:11|Opass Chaisiri : 0892067304
400086|DR|L|1.00000|200.00000|| |0|0|17/12/2558 19:30:11|17/12/2558 19:30:11|Opass Chaisiri : 0892067304
400087|DR|L|1.00000|200.00000|| |0|0|17/12/2558 19:30:12|17/12/2558 19:30:12|Opass Chaisiri : 0892067304
400088|DR|L|1.00000|200.00000|| |0|0|17/12/2558 19:30:11|17/12/2558 19:30:11|Opass Chaisiri : 0892067304
400089|DR|L|1.00000|200.00000|| |0|0|17/12/2558 19:30:12|17/12/2558 19:30:12|Opass Chaisiri : 0892067304
400090|DR|L|1.00000|200.00000|| |0|0|17/12/2558 19:30:14|17/12/2558 19:30:14|Opass Chaisiri : 0892067304
400091|DR|L|1.00000|200.00000|| |0|0|17/12/2558 19:30:12|17/12/2558 19:30:12|Opass Chaisiri : 0892067304
400092|DR|L|1.00000|200.00000|| |0|0|17/12/2558 19:30:11|17/12/2558 19:30:11|Opass Chaisiri : 0892067304
400093|DR|L|1.00000|200.00000|| |0|0|17/12/2558 19:30:11|17/12/2558 19:30:11|Opass Chaisiri : 0892067304
400094|DR|L|1.00000|200.00000|| |0|0|17/12/2558 19:30:11|17/12/2558 19:30:11|Opass Chaisiri : 0892067304
400095|DR|L|1.00000|200.00000|| |0|0|17/12/2558 19:30:12|17/12/2558 19:30:12|Opass Chaisiri : 0892067304
400096|DR|L|1.00000|200.00000|| |0|0|17/12/2558 19:30:11|17/12/2558 19:30:11|Opass Chaisiri : 0892067304
400097|DR|L|1.00000|200.00000|| |0|0|17/12/2558 19:30:12|17/12/2558 19:30:12|Opass Chaisiri : 0892067304
400098|DR|L|1.00000|200.00000|| |0|0|17/12/2558 19:30:14|17/12/2558 19:30:14|Opass Chaisiri : 0892067304
400099|DR|L|1.00000|200.00000|| |0|0|17/12/2558 19:30:12|17/12/2558 19:30:12|Opass Chaisiri : 0892067304
400100|DR|L|1.00000|200.00000|| |0|0|17/12/2558 19:30:11|17/12/2558 19:30:11|Opass Chaisiri : 0892067304
400101|DR|L|1.00000|200.00000|| |0|0|17/12/2558 19:30:11|17/12/2558 19:30:11|Opass Chaisiri : 0892067304
400102|DR|L|1.00000|200.00000|| |0|0|17/12/2558 19:30:13|17/12/2558 19:30:13|Opass Chaisiri : 0892067304
400103|DR|L|1.00000|200.00000|| |0|0|17/12/2558 19:30:11|17/12/2558 19:30:11|Opass Chaisiri : 0892067304
400104|DR|L|1.00000|200.00000|| |0|0|17/12/2558 19:30:13|17/12/2558 19:30:13|Opass Chaisiri : 0892067304
400105|DR|L|1.00000|200.00000|| |0|0|17/12/2558 19:30:12|17/12/2558 19:30:12|Opass Chaisiri : 0892067304
400106|DR|L|1.00000|200.00000|| |0|0|17/12/2558 19:30:11|17/12/2558 19:30:11|Opass Chaisiri : 0892067304
